sessionId,entrantId,positionOrder,positionText,laps,time
2020-05-FP2,7200,1,1,22,85606
2020-05-FP2,7203,2,2,22,85782
2020-05-FP2,7185,3,3,29,86421
2020-05-FP2,7199,4,4,15,86437
2020-05-FP2,7194,5,5,24,86501
2020-05-FP2,7207,6,6,26,86746
2020-05-FP2,7193,7,7,32,86812
2020-05-FP2,7186,8,8,26,86867
2020-05-FP2,7201,9,9,24,86918
2020-05-FP2,7198,10,10,25,86928
2020-05-FP2,7196,11,11,25,86960
2020-05-FP2,7197,12,12,33,87002
2020-05-FP2,7191,13,13,31,87128
2020-05-FP2,7187,14,14,30,87198
2020-05-FP2,7190,15,15,28,87294
2020-05-FP2,7202,16,16,31,87320
2020-05-FP2,7189,17,17,30,87535
2020-05-FP2,7195,18,18,28,87582
2020-05-FP2,7188,19,19,32,87683
2020-05-FP2,7204,20,20,26,87955
