entrantId,positionOrder,positionText,laps,time
6191,1,1,,75576
6188,2,2,,76672
6187,3,3,,76815
6192,4,4,,77571
6203,5,5,,78251
6211,6,6,,78388
6190,7,7,,78544
6201,8,8,,78880
6212,9,9,,79039
6198,10,10,,79362
6189,11,11,,79473
6209,12,12,,79506
6196,13,13,,79532
6195,14,14,,79571
6200,15,15,,79577
6197,16,16,,79672
6204,17,17,,79885
6210,18,18,,79970
6207,19,19,,80111
6216,20,20,,80120
6205,21,21,,80571
6208,22,22,,81027
6206,23,23,,81134
6213,24,24,,81477
6193,25,25,,81648
6215,26,26,,82020
6202,27,27,,82022
6214,28,28,,82129
6199,29,29,,82170
6194,30,30,,85942
