sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1989-09-R,5985,1,1,4903302,1,,45,9,1,9,,,
1989-09-R,5986,2,2,4921453,2,,45,6,1,6,18151,,
1989-09-R,6009,3,3,4986556,3,,45,4,1,4,"01:23,25",,
1989-09-R,5990,4,4,,5,,44,3,1,3,+1 lap,,
1989-09-R,5995,5,5,,8,,44,2,1,2,+1 lap,,
1989-09-R,5993,6,6,,17,,44,1,1,1,+1 lap,,
1989-09-R,6004,7,7,,21,,44,0,1,0,+1 lap,,
1989-09-R,5991,8,8,,12,,44,0,1,0,+1 lap,,
1989-09-R,6032,9,9,,13,,44,0,1,0,+1 lap,,
1989-09-R,6036,10,10,,10,,43,0,1,0,+2 laps,,
1989-09-R,6007,11,11,,23,,42,0,1,0,+3 laps,,
1989-09-R,5994,12,12,,25,,40,0,1,0,,,Fuel system
1989-09-R,5992,13,DNF,,16,,37,0,1,0,,,Engine
1989-09-R,5996,14,DNF,,18,,36,0,1,0,,,Spun off
1989-09-R,6029,15,DNF,,22,,32,0,1,0,,,Electrical
1989-09-R,6030,16,DNF,,14,,28,0,1,0,,,Gearbox
1989-09-R,6043,17,DNF,,9,,26,0,1,0,,,Spun off
1989-09-R,6027,18,DNF,,15,,20,0,1,0,,,Oil leak
1989-09-R,6024,19,DNF,,19,,16,0,1,0,,,Engine
1989-09-R,6010,20,DNF,,4,,13,0,1,0,,,Puncture
1989-09-R,6018,21,DNF,,24,,8,0,1,0,,,Overheating
1989-09-R,6038,22,DNF,,7,,6,0,1,0,,,Electrical
1989-09-R,5989,23,DNF,,6,,4,0,1,0,,,Collision
1989-09-R,6003,24,DNF,,20,,2,0,1,0,,,Engine
1989-09-R,6044,25,DNF,,26,,1,0,1,0,,,Electrical
1989-09-R,6008,26,DNF,,11,,0,0,1,0,,,Gearbox
