entrantId,positionOrder,positionText,laps,time
5619,1,1,,77868
5607,2,2,,78756
5665,3,3,,78842
5618,4,4,,78922
5656,5,5,,79162
5638,6,6,,79171
5605,7,7,,79210
5676,8,8,,79222
5680,9,9,,79246
5611,10,10,,79320
5639,11,11,,79564
5666,12,12,,79635
5644,13,13,,79728
5678,14,14,,79764
5655,15,15,,79808
5645,16,16,,80065
5683,17,17,,80181
5630,18,18,,80271
5606,19,19,,80386
5668,20,20,,80516
5643,21,21,,80766
5640,22,22,,80986
5652,23,23,,81038
5671,24,24,,81067
5657,25,25,,81563
5654,26,26,,82324
5674,27,27,,83100
5658,28,28,,83148
5677,29,29,,84208
5679,30,30,,86048
