entrantId,lap,time,timeOfDay,annotation
6374,19,26001,14:24:53,
6352,19,23285,14:24:54,
6393,19,29315,14:24:54,
6383,20,26043,14:26:38,
6375,21,26209,14:27:40,
6353,21,26270,14:27:42,
6360,21,28639,14:28:29,
6396,22,25763,14:29:24,
6369,22,31494,14:30:47,
6354,23,31428,14:31:13,
6364,24,27970,14:32:04,
6394,25,27477,14:32:27,
6355,25,30367,14:33:52,
6371,25,61820,14:33:53,
6365,26,26719,14:34:39,
6368,26,30257,14:36:42,
6377,27,27476,14:36:00,
6373,27,29214,14:36:10,
6389,27,29416,14:36:35,
6352,38,25802,14:49:48,
6393,39,26392,14:51:42,
6353,39,25568,14:51:49,
6374,40,26367,14:53:01,
6383,40,25740,14:53:34,
6369,40,30707,14:56:19,
6375,42,24967,14:55:42,
6396,42,25179,14:56:30,
6368,44,29124,15:02:22,
6360,48,29712,15:05:18,
6371,49,28555,15:07:26,
6394,50,27297,15:05:30,
6364,51,27863,15:08:17,
6355,51,28028,15:09:28,
6389,51,27053,15:09:31,
6365,52,29078,15:09:26,
6377,53,25355,15:10:47,
6354,54,28608,15:13:41,
6373,55,28054,15:13:49,
6374,57,25367,15:15:49,
6369,57,27494,15:20:29,
6375,58,26472,15:16:59,
6352,60,24227,15:18:35,
6393,60,25753,15:19:20,
6383,60,27088,15:20:33,
6353,61,25238,15:21:09,
6368,61,27091,15:27:00,
6396,62,25366,15:23:26,
6365,73,26710,15:38:20,
