entrantId,lap,time,timeOfDay,annotation
7225,9,27165,20:48:30,
7232,9,20519,20:48:32,
7229,10,20580,20:49:49,
7233,10,21668,20:49:57,
7235,10,20531,20:50:01,
7222,10,20710,20:50:04,
7216,10,20973,20:50:14,
7223,10,20405,20:50:27,
7218,10,24220,20:50:43,
7228,13,996375,20:58:28,Red flag
7229,13,995856,20:58:32,Red flag
7233,13,995942,20:58:35,Red flag
7227,13,997126,20:58:37,Red flag
7215,13,997029,20:58:41,Red flag
7235,13,999485,20:58:42,Red flag
7221,13,1001775,20:58:44,Red flag
7222,13,1002619,20:58:46,Red flag
7236,13,1004618,20:58:47,Red flag
7234,13,1004917,20:58:49,Red flag
7226,13,1006407,20:58:51,Red flag
7219,13,1008569,20:58:54,Red flag
7217,13,1012304,20:58:56,Red flag
7216,13,1017303,20:58:57,Red flag
7223,13,1019850,20:59:01,Red flag
7220,13,1019226,20:59:05,Red flag
7232,13,1021615,20:59:08,Red flag
7225,13,1020939,20:59:12,Red flag
7218,13,1017257,20:59:20,Red flag
7228,15,1087591,21:21:56,Red flag
7227,15,1088290,21:21:58,Red flag
7229,15,1086674,21:22:02,Red flag
7215,15,1087296,21:22:05,Red flag
7233,15,1089473,21:22:07,Red flag
7221,15,1092287,21:22:09,Red flag
7235,15,1095192,21:22:10,Red flag
7234,15,1094749,21:22:14,Red flag
7236,15,1097194,21:22:15,Red flag
7217,15,1098749,21:22:20,Red flag
7219,15,1099282,21:22:24,Red flag
7226,15,1100644,21:22:26,Red flag
7223,15,1101826,21:22:31,Red flag
7225,15,1102979,21:22:33,Red flag
7218,15,1107052,21:22:34,Red flag
7216,15,1116576,21:22:36,Red flag
7226,23,27874,21:57:04,
7219,26,34489,22:01:34,
7223,44,21097,22:32:14,
