entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6937,1,1,6358667,4,,55,25,1,25,,,
6933,2,2,6359519,6,,55,18,1,18,852,,
6929,3,3,6362830,PL,,55,15,1,15,4163,,
6931,4,4,6366454,5,,55,12,1,12,7787,,
6945,5,5,6371674,3,,55,10,1,10,13007,,
6941,6,6,6378743,15,,55,8,1,8,20076,,
6934,7,7,6381563,8,,55,6,1,6,22896,,
6946,8,8,6382209,14,,55,4,1,4,23542,,
6939,9,9,6382827,12,,55,2,1,2,24160,,
6943,10,10,6386130,16,,55,1,1,1,27463,,
6935,11,11,6386742,13,,55,0,1,0,28075,,
6944,12,12,6393573,17,,55,0,1,0,34906,,
6947,13,13,6406431,18,,55,0,1,0,47764,,
6951,14,14,6415140,21,,55,0,1,0,56473,,
6942,15,15,6415435,11,,55,0,1,0,56768,,
6948,16,16,6423262,20,,55,0,1,0,"01:04,59",,
6949,17,17,6430445,PL,,55,0,1,0,"01:11,78",,
6952,18,DNF,,19,,41,0,1,0,,,Engine
6938,19,DNF,,9,,37,0,1,0,,,Collision
6930,20,DNF,,2,,37,0,1,0,,,Collision
6932,21,DNF,,1,,19,0,1,0,,,Fuel pressure
6950,22,DNF,,23,,7,0,1,0,,,Hydraulics
6936,23,DNF,,7,,7,0,1,0,,,Collision
6940,24,DNF,,10,,0,0,1,0,,,Collision
