entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
3557,1,1,6049400,2,,28,9,1,9,,
3545,2,2,6112400,6,,28,6,1,6,,
3540,3,3,6149400,5,,28,4,1,4,,
3553,4,4,6183300,4,,28,3,1,3,,
3544,5,5,,11,,27,2,1,2,,
3549,6,6,,1,,27,1,1,1,,
3556,7,7,,16,,27,0,1,0,,
3548,8,8,,17,,26,0,1,0,,
3554,9,9,,13,,25,0,1,0,,Engine
3555,10,10,,18,,25,0,1,0,,
3541,11,NC,,9,,24,0,1,0,,
3551,12,DNF,,7,,15,0,1,0,,Engine
3552,13,DNF,,14,,14,0,1,0,,Engine
3559,14,DNF,,12,,10,0,1,0,,Engine
3550,15,DNF,,3,,3,0,1,0,,Clutch
3547,16,DNF,,15,,1,0,1,0,,Engine
3507,17,DNF,,10,,1,0,1,0,,Engine
3542,18,DNF,,8,,0,0,1,0,,Accident
