entrantId,lap,time,timeOfDay,annotation
6408,15,42785,14:23:28,
6411,17,41804,14:26:06,
6410,19,37767,14:29:05,
6412,22,36283,14:34:16,
6405,23,38721,14:34:34,
6426,23,36036,14:35:20,
6425,27,35444,14:41:06,
6411,28,38566,14:43:33,
6409,28,44611,14:44:05,
6415,29,41981,14:45:18,
6413,30,39138,14:46:48,
6402,31,39904,14:47:08,
6417,31,38746,14:48:23,
6408,31,38714,14:48:55,
6419,32,40877,14:50:46,
6403,33,40375,14:50:20,
6408,37,53368,14:58:51,
6410,38,38369,14:58:29,
6411,40,37721,15:02:14,
6426,41,38230,15:03:17,
6412,41,35562,15:04:09,
6405,42,37103,15:03:45,
6425,44,35821,15:07:23,
