entrantId,positionOrder,positionText,time,laps
7283,1,1,83778,5
7314,2,2,84219,6
7313,3,3,84305,5
7294,4,4,84369,6
7311,5,5,84424,7
7300,6,6,84540,6
7290,7,7,84553,6
7291,8,8,84763,6
7287,9,9,85058,6
7299,10,10,,6
