sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1992-06-R,6221,1,1,6659372,3,,78,10,1,10,,,
1992-06-R,6191,2,2,6659587,1,,78,6,1,6,215,,
1992-06-R,6192,3,3,6691215,2,,78,4,1,4,31843,,
1992-06-R,6226,4,4,6698666,6,,78,3,1,3,39294,,
1992-06-R,6227,5,5,6740719,7,,78,2,1,2,"01:21,35",,
1992-06-R,6213,6,6,,15,,77,1,1,1,+1 lap,,
1992-06-R,6195,7,7,,11,,77,0,1,0,+1 lap,,
1992-06-R,6229,8,8,,17,,77,0,1,0,+1 lap,,
1992-06-R,6205,9,9,,20,,76,0,1,0,+2 laps,,
1992-06-R,6210,10,10,,23,,76,0,1,0,+2 laps,,
1992-06-R,6196,11,11,,19,,76,0,1,0,+2 laps,,
1992-06-R,6209,12,12,,22,,75,0,1,0,+3 laps,,
1992-06-R,6212,13,DNF,,8,,60,0,1,0,,,Spun off
1992-06-R,6222,14,DNF,,5,,32,0,1,0,,,Gearbox
1992-06-R,6231,15,DNF,,14,,30,0,1,0,,,Gearbox
1992-06-R,6211,16,DNF,,4,,28,0,1,0,,,Gearbox
1992-06-R,6216,17,DNF,,13,,18,0,1,0,,,Gearbox
1992-06-R,6228,18,DNF,,9,,17,0,1,0,,,Spun off
1992-06-R,6223,19,DNF,,26,,11,0,1,0,,,Engine
1992-06-R,6190,20,DNF,,10,,9,0,1,0,,,Gearbox
1992-06-R,6200,21,DNF,,25,,9,0,1,0,,,Engine
1992-06-R,6215,22,DNF,,21,,6,0,1,0,,,Spun off
1992-06-R,6189,23,DNF,,24,,4,0,1,0,,,Transmission
1992-06-R,6201,24,DNF,,16,,1,0,1,0,,,Gearbox
1992-06-R,6230,25,DNF,,12,,1,0,1,0,,,Gearbox
1992-06-R,6206,26,DNF,,18,,0,0,1,0,,,Spun off
