entrantId,positionOrder,positionText,laps,time
6352,1,1,16,83607
6375,2,2,15,83960
6356,3,3,21,84119
6359,4,4,21,84483
6374,5,5,9,84711
6373,6,6,21,84881
6354,7,7,19,86119
6358,8,8,17,86622
6370,9,9,16,89052
6355,10,10,20,89332
6353,11,11,19,90625
6357,12,12,13,91198
6366,13,13,7,92685
6360,14,14,13,92736
6364,15,15,19,93703
6367,16,16,8,94169
6377,17,17,13,95356
6371,18,18,12,96363
6368,19,19,13,96417
6372,20,20,17,96563
6362,21,21,12,96687
6376,22,22,15,97248
6369,23,23,14,97604
6363,24,24,18,99403
6361,25,25,7,104495
6365,26,26,1,207666
