entrantId,lap,time,timeOfDay,annotation
6374,17,34456,14:23:54,
6352,18,32323,14:24:51,
6372,19,37088,14:26:55,
6353,20,43376,14:28:14,
6358,20,38853,14:28:21,
6356,21,34316,14:28:55,
6355,21,31557,14:29:33,
6360,21,37818,14:29:47,
6357,22,34174,14:30:25,
6359,23,44698,14:32:09,
6371,23,38891,14:33:43,
6366,23,64055,14:33:51,
6376,24,33898,14:34:24,
6367,26,73724,14:38:39,
6375,27,45636,14:37:46,
6372,32,44601,14:44:24,
6361,32,41100,14:47:15,
6352,35,31807,14:48:35,
6376,38,186605,14:55:07,
6355,39,33690,14:55:19,
6369,40,42278,15:00:03,
6361,41,326335,15:02:45,
6359,43,38170,15:00:35,
6374,44,36548,15:02:10,
6360,46,35897,15:05:23,
6358,46,36203,15:05:25,
6367,49,45748,15:14:16,
6375,50,32244,15:09:06,
6352,53,31346,15:13:31,
