sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1952-07-R,576,1,1,10408500,1,,90,9,0,0,,,
1952-07-R,577,2,2,10448600,2,,90,6,1,6,40100,,
1952-07-R,578,3,3,10502900,4,,90,4,1,4,"01:34,40",,
1952-07-R,594,4,4,,3,,88,3,1,3,+2 laps,,
1952-07-R,580,5,5,,8,,87,2,1,2,+3 laps,,
1952-07-R,581,6,6,,5,,87,0,1,0,+3 laps,,
1952-07-R,592,7,7,,10,,85,0,1,0,+5 laps,,
1952-07-R,591,8,8,,9,,84,0,1,0,+6 laps,,
1952-07-R,584,9,9,,16,,83,0,1,0,+7 laps,,
1952-07-R,587,9,9,,16,,83,0,1,0,+7 laps,,
1952-07-R,595,10,DNF,,7,,76,0,1,0,,,Wheel bearing
1952-07-R,596,11,DNF,,18,,73,0,1,0,,,Engine
1952-07-R,593,12,NC,,14,,70,0,1,0,,,
1952-07-R,588,13,DNF,,13,,27,0,1,0,,,Oil pressure
1952-07-R,589,14,DNF,,17,,19,0,1,0,,,Engine
1952-07-R,583,15,DNF,,11,,15,0,1,0,,,Clutch
1952-07-R,579,16,DNF,,6,,10,0,1,0,,,Electrical
1952-07-R,587,17,DNF,,15,,7,0,1,0,,,Differential
1952-07-R,585,18,DNF,,12,,4,0,1,0,,,Axle
