entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
6127,1,1,5742304,1,,71,10,1,10,,
6122,2,2,5763245,3,,71,6,1,6,,
6171,3,3,5795858,6,,71,4,1,4,,
6143,4,4,5805802,8,,71,3,1,3,,
6162,5,5,5812337,11,,71,2,1,2,,
6176,6,6,5818886,10,,71,1,1,1,,
6135,7,7,,7,,70,0,1,0,,
6153,8,8,,14,,70,0,1,0,,
6144,9,9,,13,,70,0,1,0,,
6177,10,10,,16,,70,0,1,0,,
6169,11,11,,23,,70,0,1,0,,
6156,12,12,,19,,69,0,1,0,,
6124,13,13,,21,,68,0,1,0,,
6132,14,14,,26,,68,0,1,0,,
6166,15,15,,24,,68,0,1,0,,
6168,16,16,,20,,68,0,1,0,,
6136,17,17,,9,,64,0,1,0,,Front wing
6125,18,DNF,,12,,56,0,1,0,,Engine
6150,19,DNF,,25,,40,0,1,0,,Transmission
6170,20,DNF,,5,,39,0,1,0,,Engine
6123,21,DNF,,2,,37,0,1,0,,Engine
6141,22,DNF,,17,,18,0,1,0,,Engine
6142,23,DNF,,18,,14,0,1,0,,Gearbox
6157,24,DNF,,15,,12,0,1,0,,Suspension
6165,25,DNF,,22,,1,0,1,0,,Engine
6126,26,DSQ,,4,,51,0,1,0,,Illegal pit stop
