entrantId,positionOrder,positionText,laps,time
6127,1,1,,73001
6123,2,2,,73430
6122,3,3,,73444
6126,4,4,,73667
6170,5,5,,74352
6171,6,6,,74852
6135,7,7,,75266
6176,8,8,,75578
6162,9,9,,75666
6125,10,10,,75707
6144,11,11,,75749
6136,12,12,,75827
6153,13,13,,75936
6157,14,14,,76038
6177,15,15,,76080
6141,16,16,,76135
6142,17,17,,76532
6156,18,18,,76536
6168,19,19,,76757
6143,20,20,,76982
6165,21,21,,77015
6124,22,22,,77035
6169,23,23,,77226
6166,24,24,,77330
6150,25,25,,77537
6132,26,26,,77714
6149,27,27,,77825
6175,28,28,,78022
6154,29,29,,78139
6155,30,30,,78266
