entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7200,1,1,6139313,6,,58,25,1,25,,
7192,2,2,6170946,3,,58,18,1,18,,
7187,3,3,6171273,11,,58,15,1,15,,
7193,4,4,6173171,12,,58,12,1,12,,
7201,5,5,6173676,15,3,58,10,1,10,,
7199,6,6,6184186,2,,58,8,1,8,,
7196,7,7,6185797,4,,58,6,1,6,,
7186,8,8,6200572,14,5,58,5,1,5,,
7194,9,9,6211666,1,,58,2,1,2,,
7185,10,10,6234773,5,,58,1,1,1,,
7198,11,11,,7,,57,0,1,0,,
7197,12,12,,16,,57,0,1,0,,
7191,13,13,,19,SFB,57,0,1,0,,
7203,14,14,,9,,57,0,1,0,,
7189,15,15,,8,,57,0,1,0,,
7202,16,16,,PL,SFB,57,0,1,0,,
7195,17,17,,13,,55,0,1,0,,Withdrew
7190,18,DNF,,17,,49,0,1,0,,Collision damage
7188,19,DNF,,PL,,39,0,1,0,,Collision damage
7204,20,DNF,,10,,11,0,1,0,,Gearbox
