entrantId,positionOrder,positionText,laps,time
6847,1,1,30,88280
6852,2,2,24,88378
6851,3,3,27,88590
6848,4,4,32,88672
6854,5,5,30,88725
6850,6,6,22,88914
6849,7,7,22,88974
6857,8,8,34,89225
6858,9,9,36,89501
6853,10,10,26,89620
6859,11,11,16,89629
6856,12,12,17,89987
6868,13,13,34,90053
6867,14,14,34,90176
6861,15,15,32,90386
6860,16,16,28,90627
6855,17,17,32,90766
6862,18,18,37,90933
6864,19,19,37,91610
6870,20,20,28,93013
6863,21,21,11,93081
6869,22,22,29,93312
6866,23,23,35,93420
6865,24,24,25,93740
