entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6848,1,1,5327620,2,,58,25,1,25,,,
6847,2,2,5330265,4,,58,18,1,18,2645,,
6852,3,3,5351905,1,,58,15,1,15,24285,,
6849,4,4,5358730,5,,58,12,1,12,31110,,
6850,5,5,5359886,6,,58,10,1,10,32266,,
6857,6,6,5360444,7,,58,8,1,8,32824,,
6853,7,7,5364255,8,,58,6,1,6,36635,,
6854,8,8,5374164,12,,58,4,1,4,46544,,
6859,9,9,5376649,11,,58,2,1,2,49029,,
6868,10,10,5393270,10,,58,1,1,1,"01:05,65",,
6867,11,11,5393564,13,,58,0,1,0,"01:05,94",,
6862,12,12,5395420,16,,58,0,1,0,"01:07,80",,
6860,13,13,,18,,57,0,1,0,+1 lap,,
6855,14,14,,15,,57,0,1,0,+1 lap,,
6858,15,15,,9,,57,0,1,0,+1 lap,,
6861,16,16,,14,,57,0,1,0,+1 lap,,
6856,17,17,,17,,57,0,1,0,+1 lap,,
6869,18,18,,21,,55,0,1,0,+3 laps,,
6870,19,19,,PL,,55,0,1,0,+3 laps,,
6865,20,20,,24,,52,0,1,0,,,Fuel pump
6866,21,DNF,,22,,46,0,1,0,,,Fuel pressure
6851,22,DNF,,3,,39,0,1,0,,,Collision
6864,23,DNF,,20,,33,0,1,0,,,Hydraulics
6863,24,DNF,,19,,32,0,1,0,,,Hydraulics
