entrantId,lap,time,timeOfDay,annotation
7284,1,33599,22:06:05,
7294,1,29304,22:06:26,
7287,1,43914,22:06:30,
7293,3,22222,22:10:06,
7312,3,21261,22:10:19,
7309,10,20619,22:25:26,
7297,12,22154,22:28:45,
7296,14,21611,22:32:02,
7314,15,21257,22:33:29,
7302,15,21367,22:33:40,
7283,16,26686,22:35:04,
7303,16,21242,22:35:17,
7300,16,23269,22:35:19,
7290,17,22262,22:36:53,
7313,17,25047,22:37:11,
7307,17,22242,22:37:13,
7291,20,21763,22:41:58,
7311,21,22559,22:43:18,
7309,21,20894,22:44:16,
7287,24,21575,22:49:10,
7284,26,21568,22:51:52,
7293,26,22570,22:52:07,
7283,26,21323,22:52:08,
7314,26,21952,22:52:11,
7312,26,22630,22:52:13,
7294,26,23214,22:52:17,
7288,26,22155,22:52:26,
7296,26,21868,22:52:38,
7297,26,25453,22:52:42,
7313,26,22508,22:52:49,
7300,43,20535,23:22:11,
