entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
7222,1,1,8016410,6,,51,25,1,25,,,
7217,2,2,8017795,11,,51,18,1,18,1385,,
7221,3,3,8019172,4,,51,15,1,15,2762,,
7235,4,4,8020238,1,,51,12,1,12,3828,,
7216,5,5,8021164,9,3,51,10,1,10,4754,,
7223,6,6,8022792,8,,51,8,1,8,6382,,
7226,7,7,8023034,7,,51,6,1,6,6624,,
7236,8,8,8024119,5,,51,4,1,4,7709,,
7215,9,9,8025284,13,,51,2,1,2,8874,,
7219,10,10,8025986,14,,51,1,1,1,9576,,
7234,11,11,8026664,20,,51,0,1,0,10254,,
7233,12,12,8027674,10,,51,0,1,0,11264,,
7230,13,13,8030651,17,,51,0,1,0,14241,,
7220,14,14,8030725,18,,51,0,1,0,14315,,
7229,15,15,8034078,2,,51,0,1,0,17668,,
7218,16,16,8058789,16,,51,0,1,0,42379,30000,
7232,17,17,,15,,48,0,1,0,,,Gearbox
7228,18,18,,3,,45,0,1,0,,,Tyre
7225,19,DNF,,19,,29,0,1,0,,,Tyre
7227,20,DNF,,12,,3,0,1,0,,,Turbocharger
