entrantId,positionOrder,positionText,laps,time
6096,1,1,,79992
6084,2,2,,80195
6063,3,3,,80389
6083,4,4,,80398
6111,5,5,,80674
6102,6,6,,80927
6062,7,7,,81103
6103,8,8,,81324
6094,9,9,,81447
6107,10,10,,81515
6113,11,11,,81801
6068,12,12,,82234
6099,13,13,,82263
6098,14,14,,82725
6105,15,15,,83198
6101,16,16,,83278
6104,17,17,,83508
6095,18,18,,83632
6100,19,19,,83677
6078,20,20,,83725
6097,21,21,,83833
6066,22,22,,83864
6071,23,23,,83955
6072,24,24,,84071
6082,25,25,,85536
6081,26,26,,85546
6118,27,27,,85998
6106,28,28,,87551
6116,29,29,,90008
