entrantId,lap,time,timeOfDay,annotation
7300,1,31534,20:05:36,
7299,2,29444,20:07:18,
7296,8,20870,20:16:55,
7287,9,21505,20:18:38,
7288,11,21703,20:21:41,
7297,11,21567,20:21:43,
7293,13,21150,20:24:39,
7290,14,20719,20:26:26,
7312,15,20760,20:27:49,
7311,16,20026,20:29:29,
7291,16,20762,20:29:34,
7309,17,21414,20:31:24,
7303,17,21397,20:31:32,
7306,17,21116,20:31:39,
7287,17,22191,20:32:08,
7284,18,20715,20:32:46,
7294,18,26879,20:32:54,
7314,18,20828,20:33:05,
7283,18,20824,20:33:15,
7313,18,21102,20:33:24,
7302,18,21064,20:33:55,
7288,18,21282,20:34:06,
7299,19,21352,20:36:25,
7287,35,21808,21:02:57,
