entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7284,1,1,4874894,1,,50,25,1,25,,
7283,2,2,4880249,15,,50,19,1,19,,
7294,3,3,4895622,2,,50,15,1,15,,
7314,4,4,4900760,3,,50,12,1,12,,
7313,5,5,4905959,7,,50,10,1,10,,
7312,6,6,4910770,4,,50,8,1,8,,
7311,7,7,4918056,12,,50,6,1,6,,
7291,8,8,4927726,6,,50,4,1,4,,
7290,9,9,4929641,9,,50,2,1,2,,
7296,10,10,4939720,13,,50,1,1,1,,
7309,11,11,4942388,16,,50,0,1,0,,
7297,12,12,4945482,10,,50,0,1,0,,
7288,13,13,4950954,11,,50,0,1,0,,
7306,14,14,4952372,18,,50,0,1,0,,
7300,15,15,4959915,8,,50,0,1,0,,
7302,16,16,4961187,20,,50,0,1,0,,
7299,17,17,4961339,19,,50,0,1,0,,
7287,18,18,,14,,49,0,1,0,,
7303,19,DNF,,17,,30,0,1,0,,Brakes
7293,20,DNF,,5,,18,0,1,0,,Engine
