entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6356,1,1,6385721,1,,77,10,1,10,,,
6357,2,2,6419119,2,,77,6,1,6,33398,,
6375,3,3,,4,,76,4,1,4,+1 lap,,
6353,4,4,,9,,76,3,1,3,+1 lap,,
6377,5,5,,11,,76,2,1,2,+1 lap,,
6373,6,6,,10,,76,1,1,1,+1 lap,,
6364,7,7,,14,,76,0,1,0,+1 lap,,
6371,8,8,,12,,75,0,1,0,+2 laps,,
6389,9,9,,15,,74,0,1,0,+3 laps,,
6385,10,10,,19,,74,0,1,0,+3 laps,,
6352,11,11,,3,,73,0,1,0,,,Fuel pump
6367,12,12,,22,,73,0,1,0,+4 laps,,
6365,13,13,,7,,70,0,1,0,,,Clutch
6382,14,DNF,,8,,67,0,1,0,,,Engine
6355,15,DNF,,16,,58,0,1,0,,,Throttle
6383,16,DNF,,13,,54,0,1,0,,,Engine
6354,17,DNF,,17,,46,0,1,0,,,Spun off
6387,18,DNF,,20,,45,0,1,0,,,Brakes
6374,19,DNF,,6,,42,0,1,0,,,Engine
6368,20,DNF,,23,,32,0,1,0,,,Engine
6361,21,DNF,,18,,13,0,1,0,,,Engine
6369,22,DNF,,21,,8,0,1,0,,,Gearbox
6388,23,DNF,,24,,5,0,1,0,,,Spun off
6384,24,DNF,,5,,3,0,1,0,,,Engine
