entrantId,lap,time,timeOfDay,annotation
7095,1,30006,15:08:55,
7100,1,32235,15:08:58,
7115,2,31266,15:11:28,
7115,20,30799,15:43:16,
7104,21,29923,15:44:10,
7105,21,36559,15:44:30,Five-second time penalty
7106,21,29991,15:44:36,
7100,21,30655,15:44:59,
7113,24,29973,15:49:33,
7095,24,35998,15:49:57,Five-second time penalty
7109,26,30253,15:52:42,
7103,26,29791,15:52:58,
7114,27,29356,15:53:23,
7101,27,29868,15:54:17,
7098,29,30152,15:56:49,
7110,29,29567,15:57:19,
7112,30,29739,15:58:36,
7097,34,30097,16:04:56,
7107,40,30280,16:16:07,
7104,41,29920,16:17:53,
