entrantId,positionOrder,positionText,laps,time
6374,1,1,14,118207
6377,2,2,16,118381
6365,3,3,10,119124
6352,4,4,14,119276
6357,5,5,15,119701
6364,6,6,11,120306
6359,7,7,11,120313
6355,8,8,6,120611
6375,9,9,9,120675
6363,10,10,7,121293
6371,11,11,9,121864
6360,12,12,7,121947
6358,13,13,14,122411
6354,14,14,9,123547
6362,15,15,7,123603
6370,16,16,9,123763
6376,17,17,12,124039
6353,18,18,5,125229
6367,19,19,6,128805
6366,20,20,11,131024
6361,21,21,4,131683
6369,22,22,11,133848
6372,23,23,2,136107
6368,24,24,2,137042
6356,25,25,4,269056
6373,26,26,1,1450914
