entrantId,positionOrder,positionText,laps,time
6356,1,1,14,91679
6375,2,2,10,91933
6374,3,3,13,92144
6352,4,4,9,92176
6357,5,5,10,92843
6364,6,6,12,92881
6365,7,7,11,93131
6358,8,8,13,93326
6373,9,9,15,93370
6377,10,10,11,93609
6359,11,11,11,93641
6353,12,12,13,93941
6355,13,13,11,94614
6354,14,14,12,94971
6360,15,15,12,95108
6376,16,16,12,95301
6370,17,17,14,95537
6372,18,18,13,95576
6363,19,19,10,95735
6366,20,20,11,97082
6362,21,21,9,97466
6361,22,22,10,97654
6367,23,23,8,98590
6369,24,24,11,100518
6368,25,25,10,102014
6371,26,26,1,158406
