entrantId,lap,time,timeOfDay,annotation
6365,1,59885,14:02:03,Red flag
6373,7,29358,14:11:38,
6362,7,36996,14:11:45,
6370,8,35499,14:13:15,
6372,8,46448,14:13:19,
6361,9,40172,14:15:39,
6369,11,55668,14:19:47,
6355,13,40754,14:21:05,
6375,14,81476,14:23:09,
6356,16,33001,14:25:03,
6352,17,26804,14:26:57,
6372,17,28020,14:29:07,
6368,19,38395,14:34:45,
6354,20,30206,14:32:57,
6363,22,57517,14:35:57,
6353,23,26430,14:37:13,
6360,23,29880,14:37:37,
6364,24,29768,14:39:12,
6362,25,39982,14:42:00,
6374,26,28918,14:40:58,
6372,27,29163,14:45:21,
6373,30,29730,14:49:11,
6377,32,30657,14:51:35,
6356,34,29345,14:53:16,
6354,34,30898,14:56:06,
6369,34,34771,15:01:13,
6352,35,37476,14:55:23,
6372,35,29893,14:58:47,
6361,35,36758,14:59:43,
6370,36,33401,14:59:45,
6375,37,28447,15:01:03,
6368,37,32644,15:07:52,
6372,38,34291,15:04:23,
6355,43,27397,15:09:29,
6353,47,28072,15:15:43,
6362,48,37682,15:20:29,
6374,49,27932,15:17:16,
6356,50,26612,15:18:45,
6369,50,36528,15:30:13,
6373,51,28014,15:23:20,
6352,53,26340,15:24:10,
6354,56,29704,15:32:21,
