entrantId,positionOrder,positionText,laps,time
6122,1,1,,81434
6147,2,2,,82555
6127,3,3,,82833
6126,4,4,,83218
6140,5,5,,83384
6123,6,6,,83742
6148,7,7,,83805
6139,8,8,,83881
6141,9,9,,84792
6142,10,10,,84891
6128,11,11,,85385
6132,12,12,,85448
6125,13,13,,85557
6152,14,14,,85701
6143,15,15,,85715
6124,16,16,,85752
6154,17,17,,85791
6136,18,18,,86121
6149,19,19,,86425
6145,20,20,,86500
6150,21,21,,86548
6137,22,22,,86851
6135,23,23,,86875
6129,24,24,,86915
6130,25,25,,87015
6144,26,26,,87042
6146,27,27,,87159
6131,28,28,,87519
6138,29,29,,87753
6133,30,30,,88570
