entrantId,positionOrder,positionText,laps,time
5728,1,1,,76411
5713,2,2,,76611
5729,3,3,,76721
5732,4,4,,76857
5725,5,5,,77194
5710,6,6,,77198
5698,7,7,,77233
5726,8,8,,77544
5699,9,9,,77887
5717,10,10,,78067
5692,11,11,,78086
5733,12,12,,78202
5711,13,13,,78642
5738,14,14,,80149
5704,15,15,,80153
5740,16,16,,80169
5722,17,17,,80245
5731,18,18,,80381
5737,19,19,,80447
5684,20,20,,80666
5723,21,21,,80863
5719,22,22,,81010
5685,23,23,,81395
5708,24,24,,81592
5709,25,25,,81734
5701,26,26,,81738
5720,27,27,,81763
5734,28,28,,82047
5730,29,29,,83425
