entrantId,positionOrder,positionText,laps,time
6288,1,1,12,78667
6309,2,2,13,78904
6304,3,3,17,79367
6290,4,4,12,79650
6307,5,5,12,79872
6287,6,6,12,79884
6299,7,7,14,79892
6289,8,8,11,79903
6296,9,9,12,79943
6291,10,10,9,80035
6295,11,11,13,80073
6293,12,12,15,80175
6294,13,13,10,80495
6310,14,14,11,80533
6308,15,15,10,81127
6311,16,16,9,81134
6302,17,17,14,81154
6300,18,18,10,81237
6306,19,19,13,81489
6297,20,20,13,82162
6314,21,21,14,83543
6298,22,22,12,83677
6292,23,23,4,93295
6305,24,24,8,94705
6303,25,25,4,96203
6301,26,26,4,96694
