entrantId,positionOrder,positionText,time,laps
7283,1,1,80851,12
7294,2,2,81481,12
7313,3,3,81554,12
7314,4,4,81798,12
7311,5,5,81843,12
7303,6,6,81938,14
7299,7,7,81998,12
7291,8,8,82114,12
7284,9,9,82151,13
7300,10,10,82190,12
7312,11,11,82248,12
7287,12,12,82332,13
7296,13,13,82351,12
7293,14,14,82677,12
7297,15,15,82730,13
7309,16,16,82746,11
7290,17,17,82886,11
7306,18,18,83137,12
7302,19,19,83337,14
7288,20,20,83342,11
