entrantId,positionOrder,positionText,time,laps
7283,1,1,83106,22
7311,2,2,83397,22
7294,3,3,84483,18
7296,4,4,84715,23
7312,5,5,84765,14
7290,6,6,84825,19
7293,7,7,84944,22
7309,8,8,84955,24
7287,9,9,84988,22
7313,10,10,85087,20
7297,11,11,85140,20
7300,12,12,85191,25
7299,13,13,85198,21
7303,14,14,85379,21
7314,15,15,85435,20
7306,16,16,85725,24
7284,17,17,85857,20
7288,18,18,86750,23
7291,19,19,86840,10
7302,20,20,87279,16
