entrantId,positionOrder,positionText,laps,time
6916,1,1,33,85706
6882,2,2,34,85794
6915,3,3,34,85930
6884,4,4,26,86454
6883,5,5,30,86500
6885,6,6,28,86714
6894,7,7,34,87316
6921,8,8,36,87498
6895,9,9,35,87853
6899,10,10,35,87868
6891,11,11,37,87890
6897,12,12,34,88050
6898,13,13,36,88289
6900,14,14,31,88552
6892,15,15,29,88691
6893,16,16,24,88708
6904,17,17,39,89332
6902,18,18,41,90241
6889,19,19,38,91098
6907,20,20,32,91469
6888,21,21,28,91804
6908,22,22,12,92593
6923,23,23,33,92768
6905,24,24,33,92824
