entrantId,positionOrder,positionText,laps,time
6882,1,1,18,84824
6885,2,2,15,85191
6883,3,3,19,85203
6884,4,4,16,85288
6915,5,5,17,85784
6916,6,6,16,86058
6895,7,7,19,86785
6889,8,8,22,86873
6894,9,9,19,86958
6899,10,10,20,87146
6888,11,11,21,87217
6921,12,12,20,87235
6897,13,13,19,87262
6891,14,14,18,87280
6900,15,15,20,87387
6898,16,16,21,87749
6893,17,17,17,87793
6892,18,18,20,87875
6904,19,19,21,89355
6902,20,20,19,89750
6907,21,21,23,90683
6905,22,22,25,90900
6908,23,23,19,92851
6923,24,24,16,93246
