entrantId,lap,time,timeOfDay,annotation
6541,19,24424,14:31:56,
6541,20,26268,14:33:45,
6554,21,27582,14:34:35,
6540,21,25640,14:34:51,
6547,21,26850,14:34:52,
6552,21,27136,14:36:20,
6534,23,32616,14:37:56,
6545,24,25932,14:38:35,
6548,25,26922,14:40:26,
6555,25,31225,14:41:05,
6544,26,24814,14:41:51,
6539,27,26273,14:42:59,
6542,27,27719,14:43:40,
6537,28,25239,14:43:55,
6538,29,24687,14:45:15,
6536,29,24764,14:45:54,
6543,29,25550,14:46:13,
6550,31,29358,14:49:17,
6535,32,24449,14:50:15,
6551,32,29611,14:51:07,
6541,39,25900,15:02:42,
6552,40,26927,15:06:30,
6547,41,27844,15:05:11,
6545,43,26021,15:06:55,
6544,44,25488,15:08:34,
6537,45,24324,15:08:52,
6548,45,26623,15:10:16,
6538,46,25150,15:10:08,
6536,46,24423,15:10:53,
6554,46,24934,15:12:15,
6535,47,24850,15:12:13,
6539,47,85595,15:12:28,
6542,48,25958,15:15:17,
