sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2013-17-R,6964,1,1,5886106,2,,55,25,1,25,,,
2013-17-R,6965,2,2,5916935,1,,55,18,1,18,30829,,
2013-17-R,6972,3,3,5919756,3,,55,15,1,15,33650,,
2013-17-R,6971,4,4,5920908,6,,55,12,1,12,34802,,
2013-17-R,6966,5,5,5953287,10,,55,10,1,10,"01:07,18",,
2013-17-R,6976,6,6,5964280,11,,55,8,1,8,"01:18,17",,
2013-17-R,6973,7,7,5965373,4,,55,6,1,6,"01:19,27",,
2013-17-R,6967,8,8,5968992,7,,55,4,1,4,"01:22,89",,
2013-17-R,6969,9,9,5977304,8,,55,2,1,2,"01:31,20",,
2013-17-R,6977,10,10,5979363,17,,55,1,1,1,"01:33,26",,
2013-17-R,6978,11,11,5982095,14,,55,0,1,0,"01:35,99",,
2013-17-R,6968,12,12,5989873,12,,55,0,1,0,"01:43,77",,
2013-17-R,6975,13,13,5990401,16,,55,0,1,0,"01:44,30",,
2013-17-R,6974,14,14,,5,,54,0,1,0,+1 lap,,
2013-17-R,6979,15,15,,15,,54,0,1,0,+1 lap,,
2013-17-R,6981,16,16,,9,,54,0,1,0,+1 lap,,
2013-17-R,6980,17,17,,13,,54,0,1,0,+1 lap,,
2013-17-R,6983,18,18,,18,,54,0,1,0,+1 lap,,
2013-17-R,6982,19,19,,19,,54,0,1,0,+1 lap,,
2013-17-R,6984,20,20,,21,5,53,0,1,0,+2 laps,,
2013-17-R,6985,21,21,,20,,53,0,1,0,+2 laps,,
2013-17-R,6970,22,DNF,,22,,0,0,1,0,,,Collision
