entrantId,lap,time,timeOfDay,annotation
6968,2,27176,17:07:35,
6978,5,22886,17:12:55,
6984,5,24064,17:13:09,
6969,6,21503,17:14:42,
6985,6,23490,17:15:04,
6973,7,21372,17:16:23,
6981,7,22194,17:16:41,
6983,7,22834,17:16:50,
6965,8,21175,17:18:09,
6971,8,21627,17:18:10,
6982,8,22498,17:18:39,
6974,9,22363,17:20:04,
6972,10,21653,17:21:41,
6968,11,21516,17:24:21,
6964,14,22275,17:28:39,
6966,16,21530,17:32:49,
6980,17,21930,17:34:46,
6967,18,21485,17:36:23,
6975,18,22685,17:36:43,
6976,20,22270,17:40:06,
6979,24,23361,17:47:40,
6978,25,23410,17:49:29,
6974,27,22863,17:53:04,
6969,27,21370,17:53:06,
6977,28,22048,17:54:54,
6981,28,22946,17:55:05,
6973,29,21609,17:56:37,
6975,30,22070,17:58:38,
6984,31,23576,18:01:41,
6982,32,24005,18:03:05,
6985,32,22802,18:03:37,
6965,33,21911,18:03:15,
6972,33,21633,18:03:19,
6983,33,22286,18:04:45,
6974,34,16147,18:05:56,Drive-through
6964,37,21298,18:09:50,
6971,37,22286,18:10:31,
6967,38,22315,18:12:40,
6966,44,21453,18:23:20,
6979,45,26680,18:25:31,
6980,51,23608,18:36:34,
