entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7283,1,1,1807209,2,,24,0,1,0,,
7299,2,2,1811496,1,,24,0,1,0,,
7284,3,3,1820826,3,,24,0,1,0,,
7314,4,4,1833088,4,,24,0,1,0,,
7311,5,5,1835769,7,,24,0,1,0,,
7309,6,6,1836419,6,,24,0,1,0,,
7313,7,7,1841935,5,,24,0,1,0,,
7312,8,8,1842315,9,,24,0,1,0,,
7307,9,9,1842512,8,,24,0,1,0,,
7300,10,10,1845428,10,,24,0,1,0,,
7294,11,11,1846270,15,,24,0,1,0,,
7293,12,12,1846687,17,,24,0,1,0,,
7290,13,13,1847830,13,,24,0,1,0,,
7291,14,14,1850057,16,,24,0,1,0,,
7303,15,15,1850603,19,,24,0,1,0,,
7296,16,16,1863716,11,,24,0,1,0,,
7288,17,17,1865932,18,,24,0,1,0,,
7297,18,18,1867539,12,,24,0,1,0,,
7287,19,19,1867958,14,,24,0,1,0,,
7302,20,20,1868154,20,,24,0,1,0,,
