entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
5132,1,1,6173230,1,,70,9,1,9,,
5133,2,2,6176690,2,,70,6,1,6,,
5115,3,3,6208610,6,,70,4,1,4,,
5143,4,4,6264310,7,,70,3,1,3,,
5129,5,5,,16,,69,2,1,2,,
5109,6,6,,18,,69,1,1,1,,
5116,7,7,,17,,69,0,1,0,,
5142,8,8,,20,,69,0,1,0,,
5112,9,9,,14,,69,0,1,0,,
5111,10,10,,13,,68,0,1,0,,
5137,11,11,,25,,68,0,1,0,,
5140,12,12,,23,,63,0,1,0,,
5124,13,DNF,,26,,62,0,1,0,,Electrical
5105,14,DNF,,9,,58,0,1,0,,Electrical
5138,15,DNF,,8,,51,0,1,0,,Accident
5108,16,DNF,,3,,35,0,1,0,,Gearbox
5119,17,DNF,,15,,33,0,1,0,,Suspension
5127,18,DNF,,24,,31,0,1,0,,Engine
5134,19,DNF,,4,,29,0,1,0,,Engine
5135,20,DNF,,11,,28,0,1,0,,Halfshaft
5145,21,DNF,,19,,24,0,1,0,,Halfshaft
5131,22,DNF,,21,,21,0,1,0,,Engine
5104,23,DNF,,12,,17,0,1,0,,Engine
5122,24,DNF,,10,,16,0,1,0,,Accident
5121,25,DNF,,22,,7,0,1,0,,Accident
5106,26,DNF,,5,,6,0,1,0,,Halfshaft
