entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
7097,1,1,5051672,2,,57,25,1,25,,,
7112,2,2,5061647,1,,57,18,1,18,9975,,
7114,3,3,5062922,3,,57,15,1,15,11250,,
7098,4,4,5074065,4,,57,12,1,12,22393,,
7110,5,5,5080499,5,,57,10,1,10,28827,,
7104,6,6,5135058,7,,57,8,1,8,"01:23,39",,
7101,7,7,,10,,56,6,1,6,+1 lap,,
7113,8,8,,8,,56,4,1,4,+1 lap,,
7106,9,9,,9,,56,2,1,2,+1 lap,,
7109,10,10,,13,,56,1,1,1,+1 lap,,
7107,11,11,,11,,56,0,1,0,+1 lap,,
7111,12,12,,16,,55,0,1,0,+2 laps,,
7095,13,13,,18,,55,0,1,0,+2 laps,,
7102,14,DNF,,12,,50,0,1,0,,,Broken floor
7105,15,DNF,,17,,46,0,1,0,,,Suspension
7103,16,DNF,,20,5,40,0,1,0,,,Brakes
7096,17,DNF,,PL,5,25,0,1,0,,,Fuel cell
7100,18,DNF,,14,,21,0,1,0,,,Hydraulics
7108,19,DNF,,19,,15,0,1,0,,,Brakes
7099,20,DNF,,6,,13,0,1,0,,,Water leak
