entrantId,positionOrder,positionText,laps,time
6010,1,1,,82545
5985,2,2,,82591
5986,3,3,,82865
5990,4,4,,83728
5992,5,5,,83789
6009,6,6,,83943
5989,7,7,,84269
6027,8,8,,84293
6004,9,9,,84343
6024,10,10,,84952
5993,11,11,,84977
5994,12,12,,85043
6032,13,13,,85110
6028,14,14,,85453
6025,15,15,,85484
6018,16,16,,85488
6007,17,17,,85728
5995,18,18,,85735
5996,19,19,,86007
6030,20,20,,86013
5999,21,21,,86302
6034,22,22,,86376
6020,23,23,,86408
6026,24,24,,86657
6002,25,25,,86913
6029,26,26,,86936
6008,27,27,,86962
6033,28,28,,87237
6001,29,29,,87271
6003,30,30,,88943
