entrantId,positionOrder,positionText,laps,time
5985,1,1,,81269
5986,2,2,,82269
6010,3,3,,82305
6009,4,4,,82751
5992,5,5,,83599
5990,6,6,,83738
5993,7,7,,83833
6024,8,8,,83876
5989,9,9,,84004
6001,10,10,,84279
6004,11,11,,84444
5994,12,12,,84693
6020,13,13,,84727
6030,14,14,,84734
6018,15,15,,84918
6003,16,16,,84957
6034,17,17,,85037
6029,18,18,,85094
6026,19,19,,85161
6032,20,20,,85195
6028,21,21,,85246
6002,22,22,,85282
5999,23,23,,85289
6008,24,24,,85289
6007,25,25,,85394
6025,26,26,,85412
6033,27,27,,85570
5995,28,28,,85825
5996,29,29,,86358
