sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1960-08-R,2241,1,1,8340030,3,,55,8,1,8,,,
1960-08-R,2242,2,2,8398000,6,,55,6,1,6,57970,,
1960-08-R,2309,3,3,8453260,8,,55,4,1,4,"01:53,23",,
1960-08-R,2315,4,4,8458840,9,,55,3,1,3,"01:58,81",,
1960-08-R,2306,5,5,,12,,49,2,1,2,+6 laps,,
1960-08-R,2310,6,6,,7,,48,1,1,1,+7 laps,,
1960-08-R,2307,7,7,,14,,46,0,1,0,+9 laps,,
1960-08-R,2317,8,DNF,,15,,37,0,1,0,,,Accident
1960-08-R,2311,9,DNF,,1,,36,0,1,0,,,Radiator
1960-08-R,2145,10,DNF,,10,,29,0,1,0,,,Accident
1960-08-R,2314,11,DNF,,2,,24,0,1,0,,,Engine
1960-08-R,2316,12,DNF,,11,,21,0,1,0,,,Gearbox
1960-08-R,2313,13,DNF,,5,,8,0,1,0,,,Gearbox
1960-08-R,2312,14,DNF,,13,,6,0,1,0,,,Engine
1960-08-R,2246,15,DSQ,,4,,50,0,1,0,,,
