entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
5753,1,1,7282617,8,,67,9,1,9,,
5774,2,2,7305081,4,,67,6,1,6,,
5758,3,3,,2,,66,4,1,4,,
5752,4,4,,23,,65,3,1,3,,
5770,5,5,,17,,65,2,1,2,,
5759,6,6,,1,,64,1,1,1,,Gearbox
5781,7,7,,11,,64,0,1,0,,
5760,8,8,,13,,64,0,1,0,,
5755,9,DNF,,5,,60,0,1,0,,Spun off
5754,10,DNF,,7,,56,0,1,0,,Puncture
5776,11,DNF,,19,,55,0,1,0,,Spun off
5773,12,DNF,,9,,54,0,1,0,,Spun off
5777,13,DNF,,21,,54,0,1,0,,Spun off
5779,14,DNF,,6,,47,0,1,0,,Driveshaft
5775,15,DNF,,24,,46,0,1,0,,Electrical
5748,16,DNF,,12,,45,0,1,0,,Spun off
5761,17,DNF,,10,,25,0,1,0,,Spun off
5780,18,DNF,,15,,25,0,1,0,,Spun off
5772,19,DNF,,16,,15,0,1,0,,Spun off
5783,20,DNF,,22,,15,0,1,0,,Fuel leak
5768,21,DNF,,20,,12,0,1,0,,Spun off
5762,22,DNF,,3,,10,0,1,0,,Spun off
5769,23,DNF,,14,,8,0,1,0,,Spun off
5771,24,DNF,,18,,0,0,1,0,,Accident
