entrantId,positionOrder,positionText,laps,time
5518,1,1,,82280
5521,2,2,,83130
5540,3,3,,83470
5541,4,4,,83670
5549,5,5,,83730
5517,6,6,,83820
5539,7,7,,83940
5519,8,8,,84380
5538,9,9,,84410
5527,10,10,,84440
5556,11,11,,84460
5529,12,12,,84630
5542,13,13,,84660
5526,14,14,,84960
5528,15,15,,85190
5548,16,16,,85280
5536,17,17,,85310
5535,18,18,,85560
5550,19,19,,85910
5557,20,20,,85930
5522,21,21,,86520
5544,22,22,,86690
5524,23,23,,86950
5563,24,24,,87480
5562,25,25,,87930
5554,26,26,,88380
5560,27,27,,88980
5559,28,28,,95970
5558,29,29,,96370
5545,30,30,,
5555,31,31,,
