entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7081,1,1,5884013,1,,55,25,1,25,,
7066,2,2,5884452,2,,55,18,1,18,,
7065,3,3,5884856,5,,55,15,1,15,,
7090,4,4,5885698,6,,55,12,1,12,,
7064,5,5,5889328,3,,55,10,1,10,,
7067,6,6,5902829,4,,55,8,1,8,,
7078,7,7,5934127,7,,55,6,1,6,,
7070,8,8,5942789,8,,55,4,1,4,,
7073,9,9,5943449,10,,55,2,1,2,,
7072,10,10,5943909,9,,55,1,1,1,,
7068,11,11,5960790,14,,55,0,1,0,,
7075,12,12,5979126,13,,55,0,1,0,,
7093,13,13,,20,,54,0,1,0,,
7085,14,14,,16,,54,0,1,0,,
7069,15,15,,22,,54,0,1,0,,
7071,16,16,,19,,54,0,1,0,,
7079,17,17,,15,,54,0,1,0,5000,
7082,18,DNF,,21,,41,0,1,0,,Collision damage
7089,19,DNF,,17,,14,0,1,0,,Gearbox
7076,20,DNF,,12,,12,0,1,0,,Suspension
7083,21,DNF,,11,,6,0,1,0,,Suspension
7074,22,DNF,,18,,5,0,1,0,,Suspension
