entrantId,positionOrder,positionText,laps,time
6929,1,1,17,97642
6932,2,2,12,98169
6931,3,3,13,98511
6938,4,4,16,98582
6937,5,5,18,98666
6933,6,6,12,98705
6930,7,7,7,98766
6934,8,8,13,98791
6945,9,9,16,98833
6940,10,10,17,98932
6942,11,11,17,98954
6936,12,12,20,99010
6935,13,13,18,99150
6939,14,14,18,99156
6941,15,15,14,99345
6944,16,16,17,99448
6943,17,17,18,99537
6946,18,18,18,99706
6948,19,19,14,101114
6947,20,20,19,101437
6952,21,21,16,101684
6951,22,22,15,102062
6950,23,23,15,102845
6949,24,24,14,102882
