sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2014-18-R,7001,1,1,5402555,1,,71,25,1,25,,,
2014-18-R,7017,2,2,5404012,2,,71,18,1,18,1457,,
2014-18-R,7010,3,3,5443586,3,,71,15,1,15,41031,,
2014-18-R,7013,4,4,5451213,5,,71,12,1,12,48658,,
2014-18-R,6998,5,5,5453975,6,,71,10,1,10,51420,,
2014-18-R,7008,6,6,5464461,8,,71,8,1,8,"01:01,91",,
2014-18-R,7002,7,7,5466285,10,,71,6,1,6,"01:03,73",,
2014-18-R,7016,8,8,5466489,12,,71,4,1,4,"01:03,93",,
2014-18-R,7011,9,9,5472640,7,,71,2,1,2,"01:10,08",,
2014-18-R,7018,10,10,,4,,70,1,1,1,+1 lap,,
2014-18-R,7015,11,11,,17,7,70,0,1,0,+1 lap,,
2014-18-R,7007,12,12,,16,,70,0,1,0,+1 lap,,
2014-18-R,7014,13,13,,15,,70,0,1,0,+1 lap,,
2014-18-R,7012,14,14,,11,,70,0,1,0,+1 lap,,
2014-18-R,7006,15,15,,18,7,70,0,1,0,+1 lap,,
2014-18-R,7019,16,16,,13,,70,0,1,0,+1 lap,,
2014-18-R,7003,17,17,,14,,63,0,1,0,,,Power unit
2014-18-R,6999,18,DNF,,9,,39,0,1,0,,,Suspension
