entrantId,positionOrder,positionText,laps,time
6885,1,1,21,100263
6883,2,2,26,100389
6884,3,3,27,100403
6882,4,4,27,100755
6915,5,5,25,100801
6916,6,6,17,101260
6894,7,7,23,101340
6889,8,8,26,102130
6895,9,9,28,102151
6900,10,10,26,102377
6925,11,11,26,102633
6924,12,12,29,102685
6891,13,13,13,103118
6893,14,14,29,103255
6888,15,15,24,103389
6898,16,16,28,104412
6897,17,17,18,104484
6902,18,18,27,104565
6904,19,19,25,104898
6906,20,20,28,106385
6917,21,21,27,106532
6907,22,22,20,108024
6926,23,23,23,108551
6892,24,24,3,
