entrantId,positionOrder,positionText,laps,time
6852,1,1,23,97942
6854,2,2,30,98132
6848,3,3,29,98279
6857,4,4,29,98718
6847,5,5,19,98726
6853,6,6,32,98820
6851,7,7,22,99204
6858,8,8,28,99267
6850,9,9,29,99268
6868,10,10,26,99564
6880,11,11,25,99588
6849,12,12,26,99598
6855,13,13,35,99812
6860,14,14,27,99881
6859,15,15,22,99971
6856,16,16,30,100478
6862,17,17,29,100578
6861,18,18,32,100896
6864,19,19,29,102773
6863,20,20,19,102801
6869,21,21,26,103115
6870,22,22,29,104039
6878,23,23,19,105166
6866,24,24,3,106649
