entrantId,lap,time,timeOfDay,annotation
6866,1,25316,15:13:35,Red flag
6870,4,26333,16:08:20,
6870,13,25255,16:32:21,
6870,17,24436,16:42:50,
6880,19,23423,16:46:51,
6868,19,28449,16:46:54,
6861,19,31483,16:46:56,
6866,19,26885,16:47:08,
6858,20,24663,16:49:07,
6863,21,26035,16:51:32,
6863,24,127379,16:58:54,
6878,26,31096,17:02:49,
6847,28,24126,17:06:12,
6859,28,25275,17:06:17,
6856,30,23123,17:10:02,
6848,31,23923,17:11:44,
6853,31,24048,17:11:50,
6849,31,25397,17:11:53,
6857,31,31488,17:11:58,
6855,31,24762,17:12:02,
6862,31,39364,17:12:07,
6860,31,24627,17:12:08,
6864,31,26517,17:12:44,
6851,32,23817,17:13:36,
6854,32,27610,17:13:42,
6864,38,14097,17:27:22,
6856,51,23256,17:51:37,
