entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6818,1,1,5903876,4,,70,10,1,10,,,
6821,2,2,5915405,7,,70,8,1,8,11529,,
6830,3,3,5920762,3,,70,6,1,6,16886,,
6832,4,4,5930843,5,,70,5,1,5,26967,,
6819,5,5,5938268,6,,70,4,1,4,34392,,
6827,6,6,5939113,13,,70,3,1,3,35237,,
6836,7,7,5958964,8,,70,2,1,2,55088,,
6826,8,8,5972048,11,,70,1,1,1,"01:08,17",,
6833,9,9,5972650,9,,70,0,1,0,"01:08,77",,
6837,10,10,5973132,12,,70,0,1,0,"01:09,26",,
6823,11,11,5974488,15,,70,0,1,0,"01:10,61",,
6825,12,12,5975388,14,,70,0,1,0,"01:11,51",,
6822,13,13,5977922,18,,70,0,1,0,"01:14,05",,
6835,14,14,,16,,69,0,1,0,+1 lap,,
6838,15,15,,19,,69,0,1,0,+1 lap,,
6829,16,16,,10,,69,0,1,0,+1 lap,,
6831,17,DNF,,2,,29,0,1,0,,,Suspension
6824,18,DNF,,1,,15,0,1,0,,,Fuel pump
6834,19,DNF,,17,,1,0,1,0,,,Water pressure
