entrantId,positionOrder,positionText,laps,time
6886,1,1,13,98670
6889,2,2,14,100072
6888,3,3,18,100132
6890,4,4,9,100338
6891,5,5,10,100401
6897,6,6,16,100421
6887,7,7,14,100697
6901,8,8,18,101094
6899,9,9,22,101178
6912,10,10,16,101347
6883,11,11,5,102564
6893,12,12,7,102597
6895,13,13,11,103525
6892,14,14,5,103913
6904,15,15,6,103986
6906,16,16,20,104787
6882,17,17,4,104954
6907,18,18,15,105183
6908,19,19,11,105237
6905,20,20,8,108461
6913,21,21,6,111676
6898,22,22,13,115791
6885,23,23,4,120666
6884,24,24,1,
