entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
4847,1,1,5952450,2,,72,9,1,9,,
4848,2,2,5968280,3,,72,6,1,6,,
4869,3,3,6015460,7,,72,4,1,4,,
4850,4,4,6021580,6,,72,3,1,3,,
4860,5,5,6025820,9,,72,2,1,2,,
4884,6,6,,20,,70,1,1,1,,
4864,7,7,,8,,69,0,1,0,,
4859,8,8,,12,,68,0,1,0,,
4865,9,9,,15,,68,0,1,0,,
4856,10,10,,22,,67,0,1,0,,
4825,11,11,,1,,66,0,1,0,,Engine
4854,12,NC,,17,,56,0,1,0,,
4863,13,DNF,,24,,52,0,1,0,,Electrical
4861,14,DNF,,11,,51,0,1,0,,Fuel pump
4849,15,DNF,,4,,31,0,1,0,,Engine
4853,16,DNF,,13,,27,0,1,0,,Accident
4862,17,DNF,,19,,22,0,1,0,,Fuel system
4852,18,DNF,,5,,9,0,1,0,,Tyre
4868,19,DNF,,21,,8,0,1,0,,Withdrew
4878,20,DNF,,18,,7,0,1,0,,Fatal accident
4855,21,DNF,,23,,2,0,1,0,,Electrical
4824,22,DNF,,16,,2,0,1,0,,Physical
4857,23,DNF,,10,,1,0,1,0,,Accident
4880,24,DNS,,14,,,0,1,0,,Fuel system
