entrantId,lap,time,timeOfDay,annotation
7255,7,39247,21:23:45,
7264,21,30378,21:54:16,
7250,33,29867,22:19:45,
7256,33,31293,22:20:11,
7265,33,32167,22:20:13,
7255,33,32603,22:20:17,
7253,34,32058,22:20:56,
7261,34,41019,22:21:36,
7248,34,29704,22:21:44,
7262,34,31201,22:22:03,
7251,35,29550,22:22:51,
7263,35,30603,22:23:17,
7245,35,29407,22:23:33,
7254,35,29863,22:23:50,
7264,35,29713,22:25:08,
7247,36,30528,22:25:51,
7246,36,30946,22:26:23,
7245,40,29775,22:36:35,
7262,41,34722,22:39:34,
7264,41,33211,22:39:46,
7264,51,29893,22:59:32,
