entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
3461,1,1,7780100,2,,108,9,1,9,,,
3413,2,2,,9,,107,6,1,4,+1 lap,,
3412,3,3,,4,,107,4,1,4,+1 lap,,
3474,4,4,,13,,105,3,1,3,+3 laps,,
3472,5,5,,11,,105,2,1,2,+3 laps,,
3462,6,6,,19,,101,1,1,1,+7 laps,,
3466,7,DNF,,17,,96,0,1,0,,,Alternator
3468,8,NC,,8,,81,0,1,0,+27 laps,,
3473,9,DNF,,12,,74,0,1,0,,,Ignition
3469,10,DNF,,18,,58,0,1,0,,,Engine
3476,11,NC,,15,,57,0,1,0,+51 laps,,
3465,12,DNF,,1,,55,0,1,0,,,Engine
3464,13,DNF,,6,,53,0,1,0,,,Engine
3463,14,DNF,,5,,52,0,1,0,,,Differential
3414,15,DNF,,3,,34,0,1,0,,,Engine
3371,16,DNF,,7,,18,0,1,0,,,Engine
3470,17,DNF,,14,,13,0,1,0,,,Clutch
3467,18,DNF,,10,,13,0,1,0,,,Retirement
3471,19,DSQ,,16,,5,0,1,0,,,
