entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1781,1,1,5826300,5,,24,8,1,8,,,
1787,2,2,5847000,1,,24,7,1,7,20700,,
1782,3,3,6007200,11,,24,4,1,4,"03:00,90",,
1799,4,4,6081800,12,,24,3,1,3,"04:15,50",,
1784,5,5,,7,,23,2,1,2,+1 lap,,
1789,6,6,,6,,23,0,1,0,+1 lap,,
1793,7,7,,16,,23,0,1,0,+1 lap,,
1791,8,8,,13,,23,0,1,0,+1 lap,,
1797,9,9,,14,,22,0,1,0,+2 laps,,
1792,10,10,,19,,22,0,1,0,+2 laps,,
1798,11,DNF,,18,,22,0,1,0,,,Engine
1790,12,DNF,,8,,16,0,1,0,,,Overheating
1800,13,DNF,,15,,12,0,1,0,,,Engine
1788,14,DNF,,2,,5,0,1,0,,,Accident
1783,15,DNF,,10,,5,0,1,0,,,Oil pressure
1786,16,DNF,,4,,5,0,1,0,,,Overheating
1795,17,DNF,,17,,4,0,1,0,,,Halfshaft
1794,18,DNF,,9,,0,0,1,0,,,Engine
1780,19,DNF,,3,,0,0,1,0,,,Engine
