entrantId,positionOrder,positionText,laps,time
7066,1,1,,102584
7064,2,2,,103115
7081,3,3,,103288
7090,4,4,,103328
7067,5,5,,103540
7082,6,6,,104197
7089,7,7,,104469
7078,8,8,,104479
7072,9,9,,104553
7070,10,10,,104582
