entrantId,positionOrder,positionText,time,laps
7299,1,1,71330,30
7283,2,2,71353,26
7303,3,3,71599,31
7313,4,4,71638,27
7309,5,5,71720,31
7290,6,6,71766,30
7284,7,7,71817,29
7293,8,8,71835,31
7287,9,9,71857,31
7294,10,10,71863,31
7311,11,11,71915,30
7302,12,12,71934,32
7291,13,13,72001,30
7314,14,14,72009,28
7288,15,15,72074,30
7312,16,16,72093,31
7296,17,17,72404,28
7297,18,18,72693,31
7300,19,19,72901,6
7307,20,20,73096,7
