entrantId,positionOrder,positionText,time,laps
7299,1,1,71221,6
7284,2,2,71230,6
7283,3,3,71262,6
7307,4,4,71423,3
7311,5,5,71473,6
7313,6,6,71476,6
7312,7,7,71491,6
7314,8,8,71516,6
7300,9,9,71648,5
7309,10,10,71676,3
7296,11,11,71727,6
7297,12,12,71752,6
7290,13,13,71822,3
7287,14,14,71872,3
7294,15,15,,-
