entrantId,positionOrder,positionText,time,laps
7299,1,1,70622,3
7283,2,2,70683,3
7284,3,3,70756,3
7314,4,4,70857,3
7313,5,5,70940,3
7309,6,6,71019,3
7311,7,7,71077,3
7307,8,8,71122,3
7312,9,9,71126,3
7300,10,10,71189,3
