entrantId,lap,time,timeOfDay,annotation
6934,1,23049,14:04:39,
6946,1,47942,14:04:53,
6938,1,32766,14:04:56,
6932,3,21012,14:07:52,
6944,6,18901,14:11:33,
6939,10,17899,14:17:02,
6937,11,18002,14:18:20,
6940,12,18442,14:19:41,
6930,12,18253,14:19:43,
6936,12,18395,14:19:51,
6945,13,19646,14:21:05,
6947,13,19385,14:21:24,
6935,14,18497,14:22:25,
6948,14,19802,14:22:47,
6942,17,18143,14:26:37,
6933,18,17570,14:27:43,
6931,19,17867,14:29:13,
6943,19,18374,14:29:34,
6951,19,21399,14:30:15,
6929,20,17512,14:30:30,
6949,20,19850,14:31:43,
6952,21,17821,14:32:56,
6941,22,18904,14:33:31,
6950,22,19535,14:34:43,
6934,24,19137,14:36:49,
6938,24,20388,14:37:20,
6946,25,18822,14:38:46,
6944,27,18425,14:40:49,
6940,31,18286,14:46:05,
6947,31,18801,14:46:32,
6932,31,17598,14:46:44,
6936,32,17894,14:47:31,
6948,32,18323,14:47:59,
6935,36,17928,14:52:44,
6937,38,17735,14:55:22,
6945,38,19210,14:55:56,
6943,38,17990,14:55:57,
6939,39,17968,14:57:08,
6931,40,16831,14:57:48,
6942,40,18199,14:58:14,
6930,40,17290,14:58:22,
6951,40,18952,15:00:18,
6933,41,17942,14:59:05,
6929,41,17859,14:59:07,
6938,42,22743,15:02:09,
6941,43,19177,15:02:13,
6952,43,19391,15:03:49,
6947,44,19233,15:04:41,
6944,45,19949,15:05:35,
6949,45,20664,15:07:26,
6940,46,18365,15:06:33,
6950,46,19382,15:08:59,
6934,47,19680,15:08:15,
6932,47,18877,15:08:33,
6946,47,18313,15:09:01,
6936,50,18741,15:11:59,
6948,50,18354,15:12:58,
6935,52,18163,15:14:25,
6947,53,28988,15:17:23,
6945,57,18085,15:22:00,
